Domain,Host,Process,AgentName,Resource,MetricName,Record_Type,Period,Intended_End_Timestamp,Actual_Start_Timestamp,Actual_End_Timestamp,Count,Type,Value,Min,Max,String_Value
SuperDomain,hcbiwp11,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp11_BCP_00|Memory|Extended Memory,Current used(KB),?,1440,2013-06-26 17:00:00.0,2013-06-26 17:00:00.0,2013-06-26 17:24:00.0,94,1026,20371673,18509824,21925888,20371673
SuperDomain,hcbiwp12,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp12_BCP_00|Memory|Extended Memory,Current used(KB),?,1440,2013-06-26 17:00:00.0,2013-06-26 17:00:00.0,2013-06-26 17:24:00.0,94,1026,20999494,16691200,24571904,20999494
SuperDomain,hcbiwp13,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp13_BCP_00|Memory|Extended Memory,Current used(KB),?,1440,2013-06-26 17:00:00.0,2013-06-26 17:00:00.0,2013-06-26 17:24:00.0,95,1026,14375709,12996608,16117760,14375709
SuperDomain,hcbiwp00,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp00_BCP_00|Memory|Extended Memory,Current used(KB),?,1440,2013-06-26 17:00:00.0,2013-06-26 17:00:00.0,2013-06-26 17:24:00.0,95,1026,9592185,8507392,11243520,9592185
SuperDomain,hcbiwp10,SAP HostAgent Process,SAP HostAgent SMDA97,BCP|hcbiwp10_BCP_00|Memory|Extended Memory,Current used(KB),?,1440,2013-06-26 17:00:00.0,2013-06-26 17:00:00.0,2013-06-26 17:24:00.0,95,1026,14264557,12144640,17604608,14264557
SuperDomain,hcbiwp11,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp11_BCP_00|Memory|Extended Memory,Current used(KB),?,1440,2013-06-26 17:24:00.0,2013-06-26 17:24:00.0,2013-06-26 17:48:00.0,94,1026,19910961,18149376,22851584,19910961
SuperDomain,hcbiwp12,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp12_BCP_00|Memory|Extended Memory,Current used(KB),?,1440,2013-06-26 17:24:00.0,2013-06-26 17:24:00.0,2013-06-26 17:48:00.0,95,1026,23079450,22085632,24297472,23079450
SuperDomain,hcbiwp13,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp13_BCP_00|Memory|Extended Memory,Current used(KB),?,1440,2013-06-26 17:24:00.0,2013-06-26 17:24:00.0,2013-06-26 17:48:00.0,94,1026,15322264,14393344,17846272,15322264
SuperDomain,hcbiwp00,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp00_BCP_00|Memory|Extended Memory,Current used(KB),?,1440,2013-06-26 17:24:00.0,2013-06-26 17:24:00.0,2013-06-26 17:48:00.0,95,1026,8421505,8155136,8613888,8421505
SuperDomain,hcbiwp10,SAP HostAgent Process,SAP HostAgent SMDA97,BCP|hcbiwp10_BCP_00|Memory|Extended Memory,Current used(KB),?,1440,2013-06-26 17:24:00.0,2013-06-26 17:24:00.0,2013-06-26 17:48:00.0,94,1026,9120571,6152192,14110720,9120571
SuperDomain,hcbiwp11,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp11_BCP_00|Memory|Extended Memory,Current used(KB),?,1440,2013-06-26 17:48:00.0,2013-06-26 17:48:00.0,2013-06-26 18:12:00.0,94,1026,23737322,20840448,24571904,23737322
SuperDomain,hcbiwp12,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp12_BCP_00|Memory|Extended Memory,Current used(KB),?,1440,2013-06-26 17:48:00.0,2013-06-26 17:48:00.0,2013-06-26 18:12:00.0,94,1026,24270368,23674880,24571904,24270368
SuperDomain,hcbiwp13,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp13_BCP_00|Memory|Extended Memory,Current used(KB),?,1440,2013-06-26 17:48:00.0,2013-06-26 17:48:00.0,2013-06-26 18:12:00.0,95,1026,15908044,14614528,17678336,15908044
SuperDomain,hcbiwp00,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp00_BCP_00|Memory|Extended Memory,Current used(KB),?,1440,2013-06-26 17:48:00.0,2013-06-26 17:48:00.0,2013-06-26 18:12:00.0,94,1026,8054304,7905280,8556544,8054304
SuperDomain,hcbiwp10,SAP HostAgent Process,SAP HostAgent SMDA97,BCP|hcbiwp10_BCP_00|Memory|Extended Memory,Current used(KB),?,1440,2013-06-26 17:48:00.0,2013-06-26 17:48:00.0,2013-06-26 18:12:00.0,95,1026,13712761,8273920,21082112,13712761
SuperDomain,hcbiwp11,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp11_BCP_00|Memory|Extended Memory,Current used(KB),?,1440,2013-06-26 18:12:00.0,2013-06-26 18:12:00.0,2013-06-26 18:36:00.0,95,1026,22255421,21389312,24571904,22255421
SuperDomain,hcbiwp12,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp12_BCP_00|Memory|Extended Memory,Current used(KB),?,1440,2013-06-26 18:12:00.0,2013-06-26 18:12:00.0,2013-06-26 18:36:00.0,95,1026,22703783,21643264,23932928,22703783
SuperDomain,hcbiwp13,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp13_BCP_00|Memory|Extended Memory,Current used(KB),?,1440,2013-06-26 18:12:00.0,2013-06-26 18:12:00.0,2013-06-26 18:36:00.0,95,1026,14757543,13074432,18165760,14757543
SuperDomain,hcbiwp00,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp00_BCP_00|Memory|Extended Memory,Current used(KB),?,1440,2013-06-26 18:12:00.0,2013-06-26 18:12:00.0,2013-06-26 18:36:00.0,95,1026,7707335,7454720,8073216,7707335
SuperDomain,hcbiwp10,SAP HostAgent Process,SAP HostAgent SMDA97,BCP|hcbiwp10_BCP_00|Memory|Extended Memory,Current used(KB),?,1440,2013-06-26 18:12:00.0,2013-06-26 18:12:00.0,2013-06-26 18:36:00.0,95,1026,20344788,14721024,24571904,20344788
SuperDomain,hcbiwp11,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp11_BCP_00|Memory|Extended Memory,Current used(KB),?,1440,2013-06-26 18:36:00.0,2013-06-26 18:36:00.0,2013-06-26 19:00:00.0,94,1026,17864311,10567680,23248896,17864311
SuperDomain,hcbiwp12,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp12_BCP_00|Memory|Extended Memory,Current used(KB),?,1440,2013-06-26 18:36:00.0,2013-06-26 18:36:00.0,2013-06-26 19:00:00.0,94,1026,17206075,11935744,22298624,17206075
SuperDomain,hcbiwp13,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp13_BCP_00|Memory|Extended Memory,Current used(KB),?,1440,2013-06-26 18:36:00.0,2013-06-26 18:36:00.0,2013-06-26 19:00:00.0,95,1026,15459036,13852672,17207296,15459036
SuperDomain,hcbiwp00,SAP HostAgent Process,SAP HostAgent SMDA98,BCP|hcbiwp00_BCP_00|Memory|Extended Memory,Current used(KB),?,1440,2013-06-26 18:36:00.0,2013-06-26 18:36:00.0,2013-06-26 19:00:00.0,95,1026,7620629,7421952,7860224,7620629
